,PERMNO_x,PERMCO,HSHRCD,DLSTCD,HTICK,HCOMNAM,HTSYMBOL,HNAICS,HPRIMEXC,HTRDSTAT,HSECSTAT,CUSIP,COMPNO,ISSUNO,HEXCD,HSICCD,NUMNAM,NUMDIS,NUMSHR,NUMDEL,NUMNDI,BEGDAT,ENDDAT,BEGPRC,ENDPRC,BEGRET,ENDRET,BEGVOL,ENDVOL,yrMonth,TICKER,PERMNO_y,date,DIVAMT,PRC,RET,sprtrn,initialShr,value
1413,14992,55067,11,450,,AXAR ACQUISITION CORP,AXAR,523910.0,Q,A,R,05455L10,60074774,75052,3,9999,2,1,29,1,228,20141029,20171002,20141029,20171002,20141029,20171002,20141029,20171002,20141029,,,,,,,,,
1414,14993,55068,11,560,,AXION POWER INTERNATIONAL INC,AXPW,335911.0,Q,A,R,05460X30,70052340,70056835,3,2100,2,1,16,1,132,20141024,20160205,20141024,20160205,20141024,20160205,20141024,20160205,20141024,,,,,,,,,
1415,14994,55069,12,552,,CHINA LENDING CORP,CLDC,,Q,A,R,G2161210,60074736,74980,3,9999,2,4,27,1,372,20141022,20190905,20141022,20190905,20141022,20190905,20141022,20190905,20141022,,,,,,,,,
1416,14995,55070,11,100,CALA,CALITHERA BIOSCIENCES INC,CALA,541712.0,Q,A,R,13089P10,60074751,75003,3,9999,1,0,45,1,190,20141002,20191231,20141002,20191231,20141002,20191231,20141002,20191231,20141002,CALA,,,,,,,,
1417,14996,54950,73,100,CIZ,VICTORY PORTFOLIOS II,CIZ,525990.0,Q,A,R,92647N81,60074267,74178,3,6726,2,44,80,1,287,20141001,20191231,20141001,20191231,20141001,20191231,20141001,20191231,20141001,CIZ,,,,,,,,
1418,14997,54364,73,100,COMT,ISHARES U S ETF TRUST,COMT,525990.0,Q,A,R,46431W85,60074967,75433,3,6726,1,20,129,1,221,20141016,20191231,20141016,20191231,20141016,20191231,20141016,20191231,20141016,COMT,,,,,,,,
1419,15001,54681,73,231,,HORIZONS E T F TR I,DAX,525990.0,Q,A,R,44053G20,60073821,99995057,3,6726,3,7,25,1,111,20141023,20181221,20141023,20181221,20141023,20181221,20141023,20181221,20141023,,,,,,,,,
1420,15002,55071,31,100,DBVT,D B V TECHNOLOGIES S A,DBVT,621111.0,Q,A,R,23306J10,60074789,75078,3,9999,2,0,22,1,227,20141022,20191231,20141022,20191231,20141022,20191231,20141022,20191231,20141022,DBVT,,,,,,,,
1421,15003,55072,11,100,DERM,DERMIRA INC,DERM,325412.0,Q,A,R,24983L10,60074899,75315,3,9999,1,0,42,1,230,20141003,20191231,20141003,20191231,20141003,20191231,20141003,20191231,20141003,DERM,,,,,,,,
1422,15004,55073,73,100,DWAT,ARROW INVESTMENTS TRUST,DWAT,525990.0,Q,A,R,04276579,60074921,75344,3,6726,1,8,22,1,294,20141001,20191231,20141001,20191231,20141001,20191231,20141001,20191231,20141001,DWAT,,,,,,,,
1423,15006,55074,11,100,ENFC,ENTEGRA FINANCIAL CORP,ENFC,522120.0,Q,A,R,29363J10,60074519,74587,3,9999,1,0,47,1,142,20141001,20191231,20141001,20191231,20141001,20191231,20141001,20191231,20141001,ENFC,,,,,,,,
1424,15007,53708,73,100,FEUZ,FIRST TR EXCH TRD ALPHADEX FD II,FEUZ,525990.0,Q,A,R,33737J50,60074947,75396,3,6726,2,15,86,1,119,20141022,20191231,20141022,20191231,20141022,20191231,20141022,20191231,20141022,FEUZ,,,,,,,,
1425,15008,55075,11,573,,FIFTH STREET ASSET MANAGEMENT,FSAM,523910.0,Q,A,R,31679P10,60074840,75184,3,9999,1,9,28,1,91,20141030,20171103,20141030,20171103,20141030,20171103,20141030,20171103,20141030,,,,,,,,,
1426,15009,55076,31,100,FWP,FORWARD PHARMA A S,FWP,541910.0,Q,A,R,34986J20,60074792,75088,3,9999,4,2,24,1,417,20141015,20191231,20141015,20191231,20141015,20191231,20141015,20191231,20141015,FWP,,,,,,,,
1427,15010,55077,11,552,,GREAT BASIN SCIENTIFIC INC,GBSN,541720.0,Q,A,R,39013L60,60074675,74886,3,9999,4,3,42,1,158,20141009,20161010,20141009,20161010,20141009,20161010,20141009,20161010,20141009,,,,,,,,,
1428,15011,55079,11,573,,MELROSE BANCORP INC,MELR,522110.0,Q,A,R,58555310,60074289,74209,3,9999,1,2,41,1,326,20141022,20190708,20141022,20190708,20141022,20190708,20141022,20190708,20141022,,,,,,,,,
1429,15013,55081,31,552,,MOL GLOBAL INC,MOLG,,Q,A,R,60845Q10,60074763,75028,3,9999,1,0,6,1,55,20141009,20160415,20141009,20160415,20141009,20160415,20141009,20160415,20141009,,,,,,,,,
1430,15014,55082,11,100,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,PLAY,722511.0,Q,A,R,23833710,60072572,71048,3,9999,1,5,48,1,117,20141010,20191231,20141010,20191231,20141010,20191231,20141010,20191231,20141010,PLAY,,,,,,,,
1431,15015,55083,11,100,PRTO,PROTEON THERAPEUTICS INC,PRTO,325414.0,Q,A,R,74371L10,60074793,75089,3,9999,1,0,50,1,486,20141022,20191231,20141022,20191231,20141022,20191231,20141022,20191231,20141022,PRTO,,,,,,,,
1432,15016,55084,11,100,SIEN,SIENTRA INC,SIEN,339113.0,Q,A,R,82621J10,60074993,75493,3,9999,2,0,45,1,211,20141029,20191231,20141029,20191231,20141029,20191231,20141029,20191231,20141029,SIEN,,,,,,,,
1433,15017,54997,12,100,WINS,WINS FINANCE HOLDINGS INC,WINS,323111.0,Q,A,R,G9722310,60074650,74843,3,9999,5,0,21,1,457,20141029,20191231,20141029,20191231,20141029,20191231,20141029,20191231,20141029,WINS,,,,,,,,
1434,15020,54979,12,100,VBLT,VASCULAR BIOGENICS LTD NEW,VBLT,325412.0,Q,A,R,M9688310,60074540,75385,3,9999,2,0,19,1,304,20141001,20191231,20141001,20191231,20141001,20191231,20141001,20191231,20141001,VBLT,,,,,,,,
1435,15022,55085,11,100,VBTX,VERITEX HOLDINGS INC,VBTX,551111.0,Q,A,R,92345110,60074866,75235,3,9999,2,4,54,1,271,20141009,20191231,20141009,20191231,20141009,20191231,20141009,20191231,20141009,VBTX,,,,,,,,
1436,15023,55086,11,233,,V W R CORP,VWR,423450.0,Q,A,R,91843L10,60074852,75210,3,9999,1,1,29,1,109,20141002,20171121,20141002,20171121,20141002,20171121,20141002,20171121,20141002,,,,,,,,,
1437,15024,55087,11,241,,YODLEE INC,YDLE,541611.0,Q,A,R,98600P20,60074643,74829,3,9999,1,2,10,1,43,20141003,20151119,20141003,20151119,20141003,20151119,20141003,20151119,20141003,,,,,,,,,
1438,15029,55089,11,100,CRC,CALIFORNIA RESOURCES CORP,CRC,211111.0,N,A,R,13057Q20,0,0,1,1382,3,4,64,1,0,20141201,20191231,20141201,20191231,20141201,20191231,20141201,20191231,20141201,CRC,,,,,,,,
1439,15030,55090,31,232,,AMEC FOSTER WHEELER PLC,AMFW,541611.0,N,A,R,00167X20,0,0,1,8742,1,6,2,1,0,20141125,20171006,20141125,20171006,20141125,20171006,20141125,20171006,20141125,,,,,,,,,
1440,15031,55091,71,241,,ANTERO MIDSTREAM PARTNERS LP,AM,486910.0,N,A,R,03673L10,0,0,1,4613,3,19,55,1,0,20141105,20190312,20141105,20190312,20141105,20190312,20141105,20190312,20141105,,,,,,,,,
1441,15033,55092,31,233,,EHI CAR SERVICES LTD,EHIC,532111.0,N,A,R,26853A10,0,0,1,7514,3,1,3,1,0,20141118,20190409,20141118,20190409,20141118,20190409,20141118,20190409,20141118,,,,,,,,,
1442,15041,55093,44,100,HIE,MILLER HOWARD HIGH INC EQUITY FD,HIE,525990.0,N,A,R,60037910,0,0,1,6726,1,60,62,1,0,20141125,20191231,20141125,20191231,20141125,20191231,20141125,20191231,20141125,HIE,,,,,,,,
1443,15044,55094,18,233,,MONOGRAM RESIDENTIAL TRUST INC,MORE,,N,A,R,60979P10,0,0,1,6798,1,12,36,1,0,20141121,20170919,20141121,20170919,20141121,20170919,20141121,20170919,20141121,,,,,,,,,
1444,15045,34750,11,233,,NEFF CORP,NEFF,532412.0,N,A,R,64009420,0,0,1,7359,1,1,36,1,0,20141121,20170929,20141121,20170929,20141121,20170929,20141121,20170929,20141121,,,,,,,,,
1445,15046,55095,11,100,NVRO,NEVRO CORP,NVRO,339112.0,N,A,R,64157F10,0,0,1,3841,1,0,63,1,0,20141106,20191231,20141106,20191231,20141106,20191231,20141106,20191231,20141106,NVRO,,,,,,,,
1446,15047,55096,44,100,JGH,NUVEEN GLOBAL HIGH INCOME FUND,JGH,525910.0,N,A,R,67075G10,0,0,1,6722,2,60,64,1,0,20141124,20191231,20141124,20191231,20141124,20191231,20141124,20191231,20141124,JGH,,,,,,,,
1447,15048,55097,18,100,PGRE,PARAMOUNT GROUP INC,PGRE,237210.0,N,A,R,69924R10,0,0,1,6552,2,21,64,1,0,20141119,20191231,20141119,20191231,20141119,20191231,20141119,20191231,20141119,PGRE,,,,,,,,
1448,15052,55098,18,100,STOR,STORE CAPITAL CORP,STOR,531110.0,N,A,R,86212110,0,0,1,6798,3,21,65,1,0,20141118,20191231,20141118,20191231,20141118,20191231,20141118,20191231,20141118,STOR,,,,,,,,
1449,15053,55099,12,100,AXTA,AXALTA COATING SYSTEMS LTD,AXTA,332812.0,N,A,R,G0750C10,0,0,1,3479,1,0,63,1,0,20141112,20191231,20141112,20191231,20141112,20191231,20141112,20191231,20141112,AXTA,,,,,,,,
1450,15054,55100,12,100,UBS,U B S GROUP A G,UBS,522110.0,N,A,R,H4209710,0,0,1,6021,2,7,63,1,0,20141128,20191231,20141128,20191231,20141128,20191231,20141128,20191231,20141128,UBS,,,,,,,,
1451,15055,55101,72,231,,NAVIOS MARITIME MIDSTR PTNRS LP,NAP,483111.0,N,A,R,Y6213410,0,0,1,4412,1,17,51,1,0,20141113,20181213,20141113,20181213,20141113,20181213,20141113,20181213,20141113,,,,,,,,,
1452,15056,55102,11,100,ADMA,ADMA BIOLOGICS INC,ADMA,325414.0,Q,A,R,00089910,60073258,72397,3,8731,1,0,50,1,230,20141110,20191231,20141110,20191231,20141110,20191231,20141110,20191231,20141110,ADMA,,,,,,,,
1453,15057,55103,11,100,APDN,APPLIED DNA SCIENCES INC,APDN,561621.0,Q,A,R,03815U30,70014595,70015883,3,7374,3,1,47,1,201,20141117,20191231,20141117,20191231,20141117,20191231,20141117,20191231,20141117,APDN,,,,,,,,
1454,15058,55104,11,100,SLNO,SOLENO THERAPEUTICS INC,SLNO,334510.0,Q,A,R,83420320,60074347,74293,3,9999,4,1,52,1,448,20141113,20191231,20141113,20191231,20141113,20191231,20141113,20191231,20141113,SLNO,,,,,,,,
1455,15059,55105,11,100,CHRS,COHERUS BIOSCIENCES INC,CHRS,325414.0,Q,A,R,19249H10,60074833,75169,3,9999,2,0,53,1,220,20141106,20191231,20141106,20191231,20141106,20191231,20141106,20191231,20141106,CHRS,,,,,,,,
1456,15060,55106,12,551,,CNOVA N V,CNV,424990.0,Q,A,R,N2094710,60074735,75007,3,9999,1,0,4,1,49,20141120,20170302,20141120,20170302,20141120,20170302,20141120,20170302,20141120,,,,,,,,,
1457,15061,55107,11,570,,CIPHER PHARMACEUTICALS INC,CPHR,325412.0,Q,A,R,17253X10,60060294,50944,3,9999,1,0,3,1,193,20141124,20161208,20141124,20161208,20141124,20161208,20141124,20161208,20141124,,,,,,,,,
1458,15062,55108,11,100,EYES,SECOND SIGHT MEDICAL PRODUCTS IN,EYES,541720.0,Q,A,R,81362J10,60074773,75050,3,9999,1,0,45,1,177,20141119,20191231,20141119,20191231,20141119,20191231,20141119,20191231,20141119,EYES,,,,,,,,
1459,15063,54860,73,100,FEMB,FIRST TR EXCHANGE TRADED FD III,FEMB,525990.0,Q,A,R,33739P20,60073024,75160,3,6726,1,62,67,1,337,20141105,20191231,20141105,20191231,20141105,20191231,20141105,20191231,20141105,FEMB,,,,,,,,
1460,15064,55109,11,100,FFWM,FIRST FOUNDATION INC,FFWM,522110.0,Q,A,R,32026V10,60074288,74208,3,9999,2,5,52,1,246,20141103,20191231,20141103,20191231,20141103,20191231,20141103,20191231,20141103,FFWM,,,,,,,,
1461,15065,55110,11,100,FGEN,FIBROGEN INC,FGEN,325412.0,Q,A,R,31572Q80,60074896,75311,3,9999,1,0,45,1,209,20141114,20191231,20141114,20191231,20141114,20191231,20141114,20191231,20141114,FGEN,,,,,,,,
1462,15066,52262,73,100,FPXI,FIRST TRUST E T F II,FPXI,525990.0,Q,A,R,33734X85,60065791,75430,3,6726,1,18,33,1,113,20141105,20191231,20141105,20191231,20141105,20191231,20141105,20191231,20141105,FPXI,,,,,,,,
1463,15067,55111,11,100,FRPT,FRESHPET INC,FRPT,311111.0,Q,A,R,35803910,60074922,75364,3,9999,2,0,48,1,235,20141107,20191231,20141107,20191231,20141107,20191231,20141107,20191231,20141107,FRPT,,,,,,,,
1464,15068,55112,11,100,HABT,HABIT RESTAURANTS INC,HABT,722511.0,Q,A,R,40449J10,60074991,75488,3,9999,1,0,43,1,174,20141120,20191231,20141120,20191231,20141120,20191231,20141120,20191231,20141120,HABT,,,,,,,,
1465,15071,55113,11,100,SYNH,SYNEOS HEALTH INC,SYNH,541715.0,Q,A,R,87166B10,60074953,75409,3,9999,4,0,49,1,263,20141107,20191231,20141107,20191231,20141107,20191231,20141107,20191231,20141107,SYNH,,,,,,,,
1466,15072,55114,11,100,JYNT,JOINT CORP,JYNT,621310.0,Q,A,R,47973J10,60074752,75004,3,9999,2,0,49,1,405,20141111,20191231,20141111,20191231,20141111,20191231,20141111,20191231,20141111,JYNT,,,,,,,,
1467,15073,54104,73,100,LMBS,FIRST TRUST E T F IV,LMBS,525990.0,Q,A,R,33739Q20,60072935,75041,3,6726,2,64,414,1,243,20141105,20191231,20141105,20191231,20141105,20191231,20141105,20191231,20141105,LMBS,,,,,,,,
1468,15074,55116,12,233,,NEURODERM LTD,NDRM,325412.0,Q,A,R,M7423110,60074859,75223,3,9999,1,1,14,1,137,20141114,20171017,20141114,20171017,20141114,20171017,20141114,20171017,20141114,,,,,,,,,
1469,15075,55117,11,100,EVFM,EVOFEM BIOSCIENCES INC,EVFM,325412.0,Q,A,R,30048L10,60074997,75499,3,9999,2,1,51,1,482,20141120,20191231,20141120,20191231,20141120,20191231,20141120,20191231,20141120,EVFM,,,,,,,,
1470,15076,55118,73,100,PDBC,INVESCO ACT MANAGED E T COMM FD,PDBC,525990.0,Q,A,R,46090F10,60074989,75481,3,6726,2,4,367,1,105,20141107,20191231,20141107,20191231,20141107,20191231,20141107,20191231,20141107,PDBC,,,,,,,,
1471,15079,55119,11,100,PRAH,PRA HEALTH SCIENCES INC,PRAH,541712.0,Q,A,R,69354M10,60074781,75060,3,9999,1,0,47,1,309,20141113,20191231,20141113,20191231,20141113,20191231,20141113,20191231,20141113,PRAH,,,,,,,,
1472,15080,55120,11,233,,PEAK RESORTS INC,SKIS,721110.0,Q,A,R,70469L10,60071118,68432,3,9999,1,17,44,1,338,20141121,20190924,20141121,20190924,20141121,20190924,20141121,20190924,20141121,,,,,,,,,
1473,15081,53875,73,100,SKOR,FLEXSHARES TRUST,SKOR,525990.0,Q,A,R,33939L76,60071505,75440,3,6726,1,64,37,1,196,20141113,20191231,20141113,20191231,20141113,20191231,20141113,20191231,20141113,SKOR,,,,,,,,
1474,15082,55121,31,100,SKYS,SKY SOLAR HOLDINGS LTD,SKYS,551111.0,Q,A,R,83084J20,60074926,75353,3,9999,2,1,22,1,389,20141113,20191231,20141113,20191231,20141113,20191231,20141113,20191231,20141113,SKYS,,,,,,,,
1475,15083,55122,11,233,,STATE NATIONAL COMPANIES INC,SNC,524126.0,Q,A,R,85711T30,60074665,74867,3,9999,1,13,29,1,130,20141103,20171117,20141103,20171117,20141103,20171117,20141103,20171117,20141103,,,,,,,,,
1476,15084,55123,11,100,TBK,TRIUMPH BANCORP INC,TBK,522110.0,Q,A,R,89679E30,60074897,75313,3,9999,2,0,50,1,278,20141107,20191231,20141107,20191231,20141107,20191231,20141107,20191231,20141107,TBK,,,,,,,,
1477,15087,55124,11,100,UPLD,UPLAND SOFTWARE INC,UPLD,511210.0,Q,A,R,91544A10,60074959,75418,3,9999,1,0,47,1,212,20141106,20191231,20141106,20191231,20141106,20191231,20141106,20191231,20141106,UPLD,,,,,,,,
1478,15088,55125,11,233,,VIRGIN AMERICA INC,VA,481111.0,Q,A,R,92765X20,60074965,75429,3,9999,1,1,21,1,103,20141114,20161213,20141114,20161213,20141114,20161213,20141114,20161213,20141114,,,,,,,,,
1479,15089,55126,12,100,XENE,XENON PHARMACEUTICALS INC,XENE,,Q,A,R,98420N10,60074873,75252,3,9999,1,0,51,1,334,20141105,20191231,20141105,20191231,20141105,20191231,20141105,20191231,20141105,XENE,,,,,,,,
1480,15090,55127,11,233,,SYMMETRY SURGICAL INC,SSRG,423450.0,Q,A,R,87159G10,60074862,75226,3,9999,1,1,15,1,88,20141205,20160701,20141205,20160701,20141205,20160701,20141205,20160701,20141205,,,,,,,,,
1481,15091,55128,11,233,,K L X INC,KLXI,336413.0,Q,A,R,48253910,60075003,75517,3,9999,1,2,35,1,120,20141217,20181008,20141217,20181008,20141217,20181008,20141217,20181008,20141217,,,,,,,,,
1482,15092,55129,11,100,LC,LENDINGCLUB CORP,LC,522298.0,N,A,R,52603A20,0,0,1,6153,3,1,65,1,0,20141211,20191231,20141211,20191231,20141211,20191231,20141211,20191231,20141211,LC,,,,,,,,
1483,15105,55132,11,241,,METALDYNE PERFORMANCE GROUP INC,MPG,333517.0,N,A,R,59116R10,0,0,1,3542,1,10,30,1,0,20141212,20170405,20141212,20170405,20141212,20170405,20141212,20170405,20141212,,,,,,,,,
1484,15108,55133,11,100,NEWR,NEW RELIC INC,NEWR,423430.0,N,A,R,64829B10,0,0,1,7372,2,0,63,1,0,20141212,20191231,20141212,20191231,20141212,20191231,20141212,20191231,20141212,NEWR,,,,,,,,
1485,15109,55134,44,100,DIAX,NUVEEN DOW 30 DYNAMIC OVERWR FD,DIAX,525910.0,N,A,R,67075F10,0,0,1,6722,1,20,62,1,0,20141222,20191231,20141222,20191231,20141222,20191231,20141222,20191231,20141222,DIAX,,,,,,,,
1486,15110,55135,11,100,ONDK,ON DECK CAPITAL INC,ONDK,522298.0,N,A,R,68216310,0,0,1,6153,3,0,64,1,0,20141217,20191231,20141217,20191231,20141217,20191231,20141217,20191231,20141217,ONDK,,,,,,,,
1487,15113,55137,12,100,QSR,RESTAURANT BRANDS INTL INC,QSR,722511.0,N,A,R,76131D10,0,0,1,5812,1,20,62,1,0,20141215,20191231,20141215,20191231,20141215,20191231,20141215,20191231,20141215,QSR,,,,,,,,
1488,15116,55138,71,231,,RICE MIDSTREAM PARTNERS LP,RMP,486210.0,N,A,R,76281910,0,0,1,4922,1,15,45,1,0,20141217,20180720,20141217,20180720,20141217,20180720,20141217,20180720,20141217,,,,,,,,,
1489,15117,21782,11,233,,TRIBUNE MEDIA CO,TRCO,511110.0,N,A,R,89604750,0,0,1,4833,2,21,60,1,0,20141205,20190918,20141205,20190918,20141205,20190918,20141205,20190918,20141205,,,,,,,,,
1490,15119,55141,11,100,WK,WORKIVA INC,WK,511210.0,N,A,R,98139A10,0,0,1,7372,3,0,64,1,0,20141212,20191231,20141212,20191231,20141212,20191231,20141212,20191231,20141212,WK,,,,,,,,
1491,15120,55142,12,233,,AVOLON HOLDINGS LIMITED,AVOL,,N,A,R,G5223710,0,0,1,0,1,1,15,1,0,20141212,20160107,20141212,20160107,20141212,20160107,20141212,20160107,20141212,,,,,,,,,
1492,15125,55143,11,100,BLCM,BELLICUM PHARMACEUTICALS INC,BLCM,325412.0,Q,A,R,07948110,60074998,75500,3,9999,1,0,47,1,204,20141218,20191231,20141218,20191231,20141218,20191231,20141218,20191231,20141218,BLCM,,,,,,,,
1493,15126,55145,11,560,,CONNECTURE INC,CNXR,511210.0,Q,A,R,20786J10,60075008,75532,3,9999,1,0,27,1,249,20141212,20171030,20141212,20171030,20141212,20171030,20141212,20171030,20141212,,,,,,,,,
1494,15127,55146,11,100,CTSO,CYTOSORBENTS CORP,CTSO,339112.0,Q,A,R,23283X20,60058811,48263,3,7370,1,0,46,1,115,20141223,20191231,20141223,20191231,20141223,20191231,20141223,20191231,20141223,CTSO,,,,,,,,
1495,15128,55147,11,231,,HORTONWORKS INC,HDP,511210.0,Q,A,R,44089410,60075049,75622,3,9999,1,1,36,1,184,20141212,20190102,20141212,20190102,20141212,20190102,20141212,20190102,20141212,,,,,,,,,
1496,15129,55078,11,100,INSE,INSPIRED ENTERTAINMENT INC,INSE,711510.0,Q,A,R,45782N10,60074831,75162,3,9999,3,0,51,1,568,20141211,20191231,20141211,20191231,20141211,20191231,20141211,20191231,20141211,INSE,,,,,,,,
1497,15132,55148,11,100,OCGN,OCUGEN INC,OCGN,541712.0,Q,A,R,67577C10,60074462,74486,3,9999,2,1,64,1,422,20141203,20191231,20141203,20191231,20141203,20191231,20141203,20191231,20141203,OCGN,,,,,,,,
1498,15133,55149,12,100,JRVR,JAMES RIVER GROUP HLDS LTD,JRVR,524126.0,Q,A,R,G5005R10,60075064,75648,3,6035,1,20,46,1,163,20141212,20191231,20141212,20191231,20141212,20191231,20141212,20191231,20141212,JRVR,,,,,,,,
1499,15134,55150,11,233,,JUNO THERAPEUTICS INC,JUNO,541712.0,Q,A,R,48205A10,60075025,75569,3,9999,1,1,30,1,195,20141219,20180305,20141219,20180305,20141219,20180305,20141219,20180305,20141219,,,,,,,,,
1500,15135,55152,31,100,MOMO,MOMO INC,MOMO,511210.0,Q,A,R,60879B10,60075076,75666,3,9999,2,1,21,1,166,20141211,20191231,20141211,20191231,20141211,20191231,20141211,20191231,20141211,MOMO,,,,,,,,
1501,15136,55153,44,100,QQQX,NUVEEN NASDAQ 100 DYN OVERWR FD,QQQX,525990.0,Q,A,R,67069910,60074923,75347,3,9999,1,20,7,1,271,20141222,20191231,20141222,20191231,20141222,20191231,20141222,20191231,20141222,QQQX,,,,,,,,
1502,15137,55154,12,100,TRIL,TRILLIUM THERAPEUTICS INC,TRIL,621511.0,Q,A,R,89620X50,60058185,47184,3,9999,2,0,10,1,367,20141219,20191231,20141219,20191231,20141219,20191231,20141219,20191231,20141219,TRIL,,,,,,,,
1503,15138,54066,73,100,VALX,E T F SERIES SOLUTIONS,VALX,525990.0,Q,A,R,26922A88,60072340,75609,3,6726,1,5,30,1,387,20141210,20191231,20141210,20191231,20141210,20191231,20141210,20191231,20141210,VALX,,,,,,,,
1504,15139,54901,71,100,VNOM,VIPER ENERGY PARTNERS LP,VNOM,211111.0,Q,A,R,92763M10,60074365,74317,3,1311,1,21,52,1,156,20140618,20191231,20140618,20191231,20140618,20191231,20140618,20191231,20140618,VNOM,,,,,,,,
1505,15140,55115,71,100,LMRK,LANDMARK INFRA PARTNERS LP,LMRK,531190.0,Q,A,R,51508J10,60074994,75498,3,9999,1,20,44,1,381,20141114,20191231,20141114,20191231,20141114,20191231,20141114,20191231,20141114,LMRK,,,,,,,,
1506,15141,54889,71,552,,GULF COAST ULTRA DEEP ROYALTY TR,GULTU,211111.0,Q,A,R,40222T10,60073363,72607,3,1311,1,0,11,1,131,20140602,20151015,20140602,20151015,20140602,20151015,20140602,20151015,20140602,,,,,,,,,
1507,15142,55155,18,100,UE,URBAN EDGE PROPERTIES,UE,531110.0,N,A,R,91704F10,0,0,1,6798,3,20,63,1,0,20150116,20191231,20150116,20191231,20150116,20191231,20150116,20191231,20150116,UE,,,,,,,,
1508,15144,55157,11,100,PATI,PATRIOT TRANSPORT HLDG INC NEW,PATI,484121.0,Q,A,R,70338W10,60075002,75508,3,9999,3,0,16,1,388,20150202,20191231,20150202,20191231,20150202,20191231,20150202,20191231,20150202,PATI,,,,,,,,
1509,15145,55158,11,100,BOX,BOX INC,BOX,511210.0,N,A,R,10316T10,0,0,1,7372,2,0,62,1,0,20150123,20191231,20150123,20191231,20150123,20191231,20150123,20191231,20150123,BOX,,,,,,,,
1510,15159,55160,18,233,,INFRAREIT INC,HIFR,531110.0,N,A,R,45685L10,0,0,1,6798,1,18,53,1,0,20150130,20190516,20150130,20190516,20150130,20190516,20150130,20190516,20150130,,,,,,,,,
1511,15164,55161,11,561,,PATRIOT NATIONAL INC,PN,524113.0,N,A,R,70338T10,0,0,1,6311,1,0,36,1,0,20150116,20171122,20150116,20171122,20150116,20171122,20150116,20171122,20150116,,,,,,,,,
1512,15167,55162,11,100,SHAK,SHAKE SHACK INC,SHAK,722511.0,N,A,R,81904710,0,0,1,5812,3,0,62,1,0,20150130,20191231,20150130,20191231,20150130,20191231,20150130,20191231,20150130,SHAK,,,,,,,,
1513,15168,55163,11,100,VSTO,VISTA OUTDOOR INC,VSTO,332994.0,N,A,R,92837710,0,0,1,3489,3,0,61,1,0,20150210,20191231,20150210,20191231,20150210,20191231,20150210,20191231,20150210,VSTO,,,,,,,,
1514,15169,55164,12,100,EURN,EURONAV N V,EURN,483113.0,N,A,R,B3856410,0,0,1,4424,4,10,64,1,0,20150123,20191231,20150123,20191231,20150123,20191231,20150123,20191231,20150123,EURN,,,,,,,,
1515,15170,55165,12,100,KEN,KENON HOLDINGS LTD,KEN,523910.0,N,A,R,Y4671710,0,0,1,6799,1,4,61,1,0,20150114,20191231,20150114,20191231,20150114,20191231,20150114,20191231,20150114,KEN,,,,,,,,
1516,15171,55166,31,100,ASND,ASCENDIS PHARMA A S,ASND,325412.0,Q,A,R,04351P10,60074826,75158,3,9999,2,0,21,1,380,20150128,20191231,20150128,20191231,20150128,20191231,20150128,20191231,20150128,ASND,,,,,,,,
1517,15172,55167,11,100,AVGR,AVINGER INC,AVGR,561499.0,Q,A,R,05373460,60075093,75702,3,9999,3,2,55,1,335,20150130,20191231,20150130,20191231,20150130,20191231,20150130,20191231,20150130,AVGR,,,,,,,,
1518,15175,55144,12,561,,ORIGO ACQUISITION CORP,OACQ,,Q,A,R,G6778912,60075011,75539,3,9999,2,0,28,1,307,20150107,20180221,20150107,20180221,20150107,20180221,20150107,20180221,20150107,,,,,,,,,
1519,15176,55168,11,233,,ENTELLUS MEDICAL INC,ENTL,325414.0,Q,A,R,29363K10,60075006,75527,3,9999,1,1,27,1,220,20150129,20180227,20150129,20180227,20150129,20180227,20150129,20180227,20150129,,,,,,,,,
1520,15177,55169,11,100,SLRX,SALARIUS PHARMACEUTICALS INC,SLRX,325412.0,Q,A,R,79400X10,60075092,75701,3,9999,2,2,49,1,326,20150129,20191231,20150129,20191231,20150129,20191231,20150129,20191231,20150129,SLRX,,,,,,,,
1521,15178,55170,11,100,FNWB,FIRST NORTHWEST BANCORP,FNWB,,Q,A,R,33583410,60072825,71563,3,9999,1,5,45,1,324,20150130,20191231,20150130,20191231,20150130,20191231,20150130,20191231,20150130,FNWB,,,,,,,,
1522,15180,55171,11,100,ICBK,COUNTY BANCORP INC,ICBK,551111.0,Q,A,R,22190710,60075107,75730,3,9999,2,20,47,1,356,20150116,20191231,20150116,20191231,20150116,20191231,20150116,20191231,20150116,ICBK,,,,,,,,
1523,15181,55172,12,580,,PRESBIA PLC,LENS,423450.0,Q,A,R,G7234P10,60073971,73696,3,9999,1,1,36,1,238,20150129,20190424,20150129,20190424,20150129,20190424,20150129,20190424,20150129,,,,,,,,,
1524,15183,55173,11,233,,SPARK THERAPEUTICS INC,ONCE,621111.0,Q,A,R,84652J10,60074941,75397,3,9999,1,1,48,1,282,20150130,20191216,20150130,20191216,20150130,20191216,20150130,20191216,20150130,,,,,,,,,
1525,15184,55175,11,100,TCON,TRACON PHARMACEUTICALS INC,TCON,325412.0,Q,A,R,89237H20,60074778,75058,3,9999,2,1,48,1,403,20150130,20191231,20150130,20191231,20150130,20191231,20150130,20191231,20150130,TCON,,,,,,,,
